T24,CO2 emission estimates,,,,,
50,Bangladesh,1995,Emissions (thousand metric tons of carbon dioxide),16485.4730,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
50,Bangladesh,2005,Emissions (thousand metric tons of carbon dioxide),31960.2440,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
50,Bangladesh,2010,Emissions (thousand metric tons of carbon dioxide),49899.5020,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
50,Bangladesh,2015,Emissions (thousand metric tons of carbon dioxide),70895.3460,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
50,Bangladesh,2016,Emissions (thousand metric tons of carbon dioxide),72943.6390,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
50,Bangladesh,2017,Emissions (thousand metric tons of carbon dioxide),78270.1700,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
50,Bangladesh,1975,Emissions per capita (metric tons of carbon dioxide),0.0620,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
50,Bangladesh,1985,Emissions per capita (metric tons of carbon dioxide),0.0830,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
50,Bangladesh,1995,Emissions per capita (metric tons of carbon dioxide),0.1390,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
50,Bangladesh,2005,Emissions per capita (metric tons of carbon dioxide),0.2230,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
50,Bangladesh,2010,Emissions per capita (metric tons of carbon dioxide),0.3280,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
50,Bangladesh,2015,Emissions per capita (metric tons of carbon dioxide),0.4400,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
50,Bangladesh,2016,Emissions per capita (metric tons of carbon dioxide),0.4480,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
50,Bangladesh,2017,Emissions per capita (metric tons of carbon dioxide),0.4750,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
112,Belarus,1995,Emissions (thousand metric tons of carbon dioxide),56957.8630,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
112,Belarus,2005,Emissions (thousand metric tons of carbon dioxide),55014.1600,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
112,Belarus,2010,Emissions (thousand metric tons of carbon dioxide),59498.2590,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
112,Belarus,2015,Emissions (thousand metric tons of carbon dioxide),52618.2650,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
112,Belarus,2016,Emissions (thousand metric tons of carbon dioxide),53062.8260,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
112,Belarus,2017,Emissions (thousand metric tons of carbon dioxide),54070.4530,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
112,Belarus,1995,Emissions per capita (metric tons of carbon dioxide),5.5870,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
112,Belarus,2005,Emissions per capita (metric tons of carbon dioxide),5.6930,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
112,Belarus,2010,Emissions per capita (metric tons of carbon dioxide),6.2690,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
112,Belarus,2015,Emissions per capita (metric tons of carbon dioxide),5.5450,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
112,Belarus,2016,Emissions per capita (metric tons of carbon dioxide),5.5840,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
112,Belarus,2017,Emissions per capita (metric tons of carbon dioxide),5.6870,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
56,Belgium,1975,Emissions (thousand metric tons of carbon dioxide),115556.9170,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
56,Belgium,1985,Emissions (thousand metric tons of carbon dioxide),100991.8970,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
56,Belgium,1995,Emissions (thousand metric tons of carbon dioxide),111313.6830,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
56,Belgium,2005,Emissions (thousand metric tons of carbon dioxide),107676.7720,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
56,Belgium,2010,Emissions (thousand metric tons of carbon dioxide),103890.8920,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
56,Belgium,2015,Emissions (thousand metric tons of carbon dioxide),92789.7970,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
56,Belgium,2016,Emissions (thousand metric tons of carbon dioxide),91932.2870,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
56,Belgium,2017,Emissions (thousand metric tons of carbon dioxide),90368.1880,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
56,Belgium,1975,Emissions per capita (metric tons of carbon dioxide),11.8130,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
56,Belgium,1985,Emissions per capita (metric tons of carbon dioxide),10.2460,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
56,Belgium,1995,Emissions per capita (metric tons of carbon dioxide),10.9810,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
56,Belgium,2005,Emissions per capita (metric tons of carbon dioxide),10.2750,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
56,Belgium,2010,Emissions per capita (metric tons of carbon dioxide),9.5350,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
56,Belgium,2015,Emissions per capita (metric tons of carbon dioxide),8.2570,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
56,Belgium,2016,Emissions per capita (metric tons of carbon dioxide),8.1390,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
56,Belgium,2017,Emissions per capita (metric tons of carbon dioxide),7.9630,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
204,Benin,1975,Emissions (thousand metric tons of carbon dioxide),462.7510,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
204,Benin,1985,Emissions (thousand metric tons of carbon dioxide),472.8140,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
204,Benin,1995,Emissions (thousand metric tons of carbon dioxide),221.5250,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
204,Benin,2005,Emissions (thousand metric tons of carbon dioxide),2677.8630,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
204,Benin,2010,Emissions (thousand metric tons of carbon dioxide),4573.1290,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
204,Benin,2015,Emissions (thousand metric tons of carbon dioxide),5261.6450,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
204,Benin,2016,Emissions (thousand metric tons of carbon dioxide),6602.6460,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
204,Benin,2017,Emissions (thousand metric tons of carbon dioxide),6763.0740,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
204,Benin,1975,Emissions per capita (metric tons of carbon dioxide),0.1420,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
204,Benin,1985,Emissions per capita (metric tons of carbon dioxide),0.1100,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
204,Benin,1995,Emissions per capita (metric tons of carbon dioxide),0.0380,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
204,Benin,2005,Emissions per capita (metric tons of carbon dioxide),0.3350,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
204,Benin,2010,Emissions per capita (metric tons of carbon dioxide),0.4970,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
204,Benin,2015,Emissions per capita (metric tons of carbon dioxide),0.4980,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
204,Benin,2016,Emissions per capita (metric tons of carbon dioxide),0.6070,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
204,Benin,2017,Emissions per capita (metric tons of carbon dioxide),0.6050,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
68,Bolivia (Plurin. State of),1975,Emissions (thousand metric tons of carbon dioxide),3224.4910,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
